open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2018-08-27 08:00:00,276.63000000,277.20000000,275.90000000,276.04000000,7158.34550000,1535360399999,1979334.23013850,5257,4540.51590000,1255555.63042810,0
2018-08-27 09:00:00,276.05000000,276.33000000,275.08000000,275.28000000,7949.65844000,1535363999999,2191099.71042750,5032,3901.21573000,1075189.18591270,0
2018-08-27 10:00:00,275.28000000,276.50000000,275.20000000,276.04000000,8141.60749000,1535367599999,2246780.88609160,5518,4884.29730000,1347928.72669060,0
2018-08-27 11:00:00,275.99000000,276.67000000,275.37000000,276.04000000,15742.58575000,1535371199999,4346880.69397770,5015,10183.96752000,2812229.22721050,0
2018-08-27 12:00:00,276.10000000,278.77000000,275.37000000,275.41000000,9742.87748000,1535374799999,2697392.62992140,6539,5483.67970000,1518225.75435060,0
2018-08-27 13:00:00,275.44000000,276.82000000,274.05000000,275.95000000,10215.82327000,1535378399999,2816393.59773210,6094,5549.96222000,1530357.29671730,0
2018-08-27 14:00:00,275.75000000,277.59000000,275.25000000,276.17000000,8477.88597000,1535381999999,2342339.60879100,5019,4809.52908000,1328635.27132690,0
2018-08-27 15:00:00,276.07000000,277.45000000,275.97000000,277.28000000,6595.85877000,1535385599999,1824192.42666330,4473,3776.94001000,1044558.93878430,0
2018-08-27 16:00:00,277.23000000,278.18000000,276.27000000,278.06000000,13735.99963000,1535389199999,3809950.19014630,5191,6801.02297000,1885809.37449910,0
2018-08-27 17:00:00,278.06000000,278.50000000,277.31000000,278.21000000,8696.85733000,1535392799999,2418232.67255220,5067,4531.80915000,1260177.64852860,0
2018-08-27 18:00:00,278.19000000,278.44000000,277.33000000,277.74000000,7033.77479000,1535396399999,1953430.25728150,4250,3388.93335000,941190.23105080,0
2018-08-27 19:00:00,277.73000000,278.51000000,277.40000000,277.99000000,14738.67982000,1535399999999,4094848.21155060,4642,7702.80031000,2140258.06939510,0
2018-08-27 20:00:00,277.95000000,278.01000000,276.58000000,277.00000000,12068.14808000,1535403599999,3344773.53862270,5012,7031.69304000,1949038.70948740,0
2018-08-27 21:00:00,277.02000000,277.21000000,276.02000000,276.80000000,11904.89036000,1535407199999,3294595.85339300,4049,6317.54591000,1748397.05880590,0
2018-08-27 22:00:00,276.81000000,281.58000000,276.67000000,280.28000000,12078.03318000,1535410799999,3358458.14101620,5546,8621.14023000,2398699.34586600,0
2018-08-27 23:00:00,280.23000000,288.15000000,280.09000000,287.71000000,23624.41010000,1535414399999,6713308.78187610,12917,12086.72713000,3434822.51126870,0
2018-08-28 00:00:00,287.71000000,288.00000000,283.64000000,286.59000000,12768.01273000,1535417999999,3644419.04874320,8202,7083.30408000,2022202.21367040,0
2018-08-28 01:00:00,286.59000000,287.59000000,285.40000000,285.54000000,12265.50909000,1535421599999,3511241.56847620,6950,6110.71613000,1749949.23229610,0
2018-08-28 02:00:00,285.54000000,285.96000000,282.66000000,283.37000000,12472.32370000,1535425199999,3546093.83622290,6660,6326.37766000,1799027.21616430,0
2018-08-28 03:00:00,283.45000000,284.70000000,283.34000000,283.53000000,10831.41063000,1535428799999,3073766.40606960,4827,6231.72470000,1768244.20171230,0
2018-08-28 04:00:00,283.53000000,284.79000000,283.51000000,284.30000000,12265.20144000,1535432399999,3484364.28953200,4149,7487.03494000,2126923.24212220,0
2018-08-28 05:00:00,284.31000000,285.82000000,284.25000000,285.37000000,17218.00195000,1535435999999,4907595.48028100,4428,8366.06441000,2384433.43692470,0
2018-08-28 06:00:00,285.40000000,285.99000000,284.43000000,284.82000000,13267.15344000,1535439599999,3788999.23569980,5688,6462.93402000,1845763.26118540,0
2018-08-28 07:00:00,284.86000000,286.10000000,284.37000000,285.39000000,6030.39473000,1535443199999,1721208.33350480,4762,3582.92599000,1022728.29069020,0
2018-08-28 08:00:00,285.39000000,285.77000000,284.93000000,285.19000000,11667.85730000,1535446799999,3329253.07010020,6707,5201.91784000,1484525.03249300,0
2018-08-28 09:00:00,285.19000000,285.58000000,284.49000000,285.50000000,6389.85528000,1535450399999,1821231.36544360,4773,2987.34526000,851596.64258300,0
2018-08-28 10:00:00,285.44000000,285.64000000,284.70000000,285.52000000,6874.72056000,1535453999999,1960400.59964050,4359,4194.70710000,1196261.26175270,0
2018-08-28 11:00:00,285.52000000,289.03000000,285.13000000,288.33000000,21613.99272000,1535457599999,6214930.57239410,12974,11125.37686000,3199297.72600890,0
2018-08-28 12:00:00,288.33000000,288.39000000,286.40000000,287.89000000,10032.98454000,1535461199999,2884761.10283630,8180,4716.76808000,1356225.18603210,0
2018-08-28 13:00:00,288.04000000,291.18000000,287.00000000,290.93000000,17710.15749000,1535464799999,5123635.10521390,9793,9343.54803000,2702870.26254650,0
2018-08-28 14:00:00,290.94000000,292.44000000,288.05000000,288.25000000,17152.38764000,1535468399999,4976404.95121810,11224,9962.67266000,2890755.13715600,0
2018-08-28 15:00:00,288.25000000,288.59000000,286.53000000,288.59000000,10827.55353000,1535471999999,3116001.35249810,8693,6183.55484000,1779654.85321750,0
2018-08-28 16:00:00,288.53000000,288.96000000,286.39000000,286.98000000,15681.23574000,1535475599999,4511955.71279660,7130,9434.03090000,2714979.84647370,0
2018-08-28 17:00:00,286.98000000,289.28000000,286.83000000,288.73000000,14127.83803000,1535479199999,4065359.75388270,6146,8021.02043000,2308307.31562880,0
2018-08-28 18:00:00,288.45000000,292.00000000,288.19000000,291.54000000,12370.53919000,1535482799999,3590297.59819040,7822,6719.18918000,1949739.01864540,0
2018-08-28 19:00:00,291.54000000,294.73000000,291.32000000,293.14000000,13390.05318000,1535486399999,3926003.35146110,10779,7534.69601000,2209499.91298970,0
2018-08-28 20:00:00,293.13000000,296.08000000,292.84000000,294.46000000,17623.15994000,1535489999999,5196097.98415430,8046,9263.27191000,2731145.48696550,0
2018-08-28 21:00:00,294.33000000,295.00000000,293.45000000,293.88000000,12872.77953000,1535493599999,3787888.38865570,5709,8223.53601000,2419883.42394160,0
2018-08-28 22:00:00,293.88000000,296.70000000,292.21000000,296.32000000,13843.91727000,1535497199999,4068401.62698340,6083,6955.36331000,2044007.89540470,0
2018-08-28 23:00:00,296.27000000,298.00000000,295.04000000,295.44000000,19026.25006000,1535500799999,5644902.72980480,7416,11518.44775000,3417830.15411760,0
2018-08-29 00:00:00,295.44000000,296.10000000,294.49000000,295.52000000,10829.33474000,1535504399999,3197472.30146720,4955,6327.36302000,1868454.00715740,0
2018-08-29 01:00:00,295.46000000,297.00000000,294.41000000,295.40000000,8683.43533000,1535507999999,2569908.76878280,5228,6141.47888000,1817526.85676670,0
2018-08-29 02:00:00,295.27000000,296.00000000,291.35000000,291.88000000,13910.63788000,1535511599999,4082941.51408860,6914,6840.28085000,2007970.74299450,0
2018-08-29 03:00:00,291.82000000,292.11000000,289.94000000,291.39000000,14754.19685000,1535515199999,4294614.10115190,7029,8313.05363000,2419949.90020520,0
2018-08-29 04:00:00,291.33000000,292.00000000,290.34000000,290.86000000,11473.89871000,1535518799999,3342175.13839420,5286,7891.17306000,2298723.50538680,0
2018-08-29 05:00:00,290.87000000,292.37000000,290.37000000,292.28000000,10819.97149000,1535522399999,3154187.08867260,4249,5843.11819000,1703570.52909590,0
2018-08-29 06:00:00,292.22000000,293.79000000,290.92000000,292.16000000,17156.08032000,1535525999999,5013450.65286620,5762,9907.18782000,2894167.14139990,0
2018-08-29 07:00:00,292.17000000,293.34000000,291.62000000,292.56000000,11760.71332000,1535529599999,3440018.34131730,4407,5958.67608000,1743134.02260300,0
2018-08-29 08:00:00,292.56000000,293.11000000,291.14000000,292.90000000,13730.16288000,1535533199999,4010459.51944070,5378,8084.65316000,2361908.91169260,0
2018-08-29 09:00:00,292.89000000,295.65000000,292.26000000,295.56000000,14449.73289000,1535536799999,4244434.99186560,6216,8401.67254000,2466864.82063170,0
2018-08-29 10:00:00,295.51000000,296.28000000,293.54000000,294.66000000,16428.68071000,1535540399999,4843676.81122960,5850,9241.25587000,2724595.48084440,0
2018-08-29 11:00:00,294.68000000,296.16000000,293.00000000,294.75000000,13018.82166000,1535543999999,3827112.77271610,5526,5280.46119000,1552769.90295450,0
2018-08-29 12:00:00,294.84000000,296.37000000,294.75000000,295.01000000,15777.18421000,1535547599999,4662684.50630470,5620,7222.90375000,2135159.01345920,0
2018-08-29 13:00:00,295.00000000,295.99000000,294.39000000,295.36000000,8706.56049000,1535551199999,2571284.99833260,4562,5372.02766000,1586671.24878500,0
2018-08-29 14:00:00,295.43000000,295.92000000,291.79000000,292.94000000,13363.34698000,1535554799999,3926541.13166790,7345,6608.74646000,1942669.96068830,0
2018-08-29 15:00:00,293.00000000,293.30000000,283.55000000,286.51000000,24703.91291000,1535558399999,7124350.07219680,12480,11323.20260000,3268616.66654010,0
2018-08-29 16:00:00,286.65000000,288.80000000,283.86000000,287.78000000,19376.87114000,1535561999999,5552014.44252570,9172,10084.36267000,2890514.40144860,0
2018-08-29 17:00:00,287.75000000,289.90000000,287.60000000,288.96000000,11294.56349000,1535565599999,3262382.61873180,6096,6472.48260000,1869684.69789230,0
2018-08-29 18:00:00,289.01000000,289.33000000,286.50000000,288.79000000,17656.84478000,1535569199999,5080930.41686110,6181,11672.79453000,3360090.65130540,0
2018-08-29 19:00:00,288.80000000,289.50000000,287.00000000,287.80000000,13358.13181000,1535572799999,3855613.08617080,4426,8839.50565000,2551247.18070840,0
2018-08-29 20:00:00,287.79000000,290.97000000,287.24000000,290.11000000,14620.65355000,1535576399999,4227284.88655130,5049,9648.97197000,2789310.32028220,0
2018-08-29 21:00:00,290.21000000,292.06000000,289.61000000,290.78000000,10322.04574000,1535579999999,2999186.92475930,4667,6101.32859000,1773069.11786710,0
2018-08-29 22:00:00,290.78000000,291.36000000,290.00000000,290.55000000,7953.51792000,1535583599999,2311513.31883640,3878,5220.56041000,1517297.01709210,0
2018-08-29 23:00:00,290.61000000,290.81000000,287.26000000,288.40000000,10126.17344000,1535587199999,2921518.01094920,5333,5662.31542000,1633664.37309840,0
2018-08-30 00:00:00,288.35000000,291.00000000,288.18000000,290.23000000,9750.46108000,1535590799999,2824383.43438460,4007,5191.70532000,1503537.81043690,0
2018-08-30 01:00:00,290.23000000,290.40000000,288.33000000,288.77000000,7824.17453000,1535594399999,2263439.57175150,4116,4329.68428000,1251811.52048290,0
2018-08-30 02:00:00,288.72000000,288.89000000,284.26000000,285.99000000,12532.47695000,1535597999999,3587464.76309690,7231,6905.67299000,1976774.34134170,0
2018-08-30 03:00:00,286.01000000,287.14000000,285.11000000,286.95000000,9075.22658000,1535601599999,2599018.51940090,4928,5196.59166000,1487926.30648490,0
2018-08-30 04:00:00,286.87000000,287.25000000,285.33000000,286.76000000,12370.25892000,1535605199999,3542464.10096070,5896,8822.42515000,2526539.15442370,0
2018-08-30 05:00:00,286.77000000,286.85000000,282.56000000,283.44000000,20059.00794000,1535608799999,5715867.22800110,6794,11784.04435000,3358802.92530320,0
2018-08-30 06:00:00,283.46000000,285.00000000,281.00000000,283.85000000,14738.86625000,1535612399999,4177728.53189950,7726,7384.65885000,2093683.46320210,0
2018-08-30 07:00:00,283.80000000,284.77000000,282.95000000,283.17000000,11410.97795000,1535615999999,3241529.67863360,4637,6451.53994000,1833224.86854270,0
2018-08-30 08:00:00,283.16000000,283.55000000,279.81000000,280.44000000,16384.35710000,1535619599999,4616945.98656570,6985,7882.88807000,2222005.84169110,0
2018-08-30 09:00:00,280.45000000,281.27000000,275.86000000,278.66000000,22542.38248000,1535623199999,6289205.08015640,10024,13210.12865000,3687767.41998340,0
2018-08-30 10:00:00,278.76000000,279.70000000,277.24000000,278.99000000,10091.33447000,1535626799999,2810496.59435470,6317,5763.77944000,1605443.42236510,0
2018-08-30 11:00:00,279.00000000,280.11000000,275.60000000,276.97000000,13562.85346000,1535630399999,3767514.36743680,6461,6836.67004000,1897748.81298790,0
2018-08-30 12:00:00,276.99000000,278.27000000,274.63000000,275.63000000,14851.84125000,1535633999999,4106942.98432980,6881,7840.23408000,2168798.60741450,0
2018-08-30 13:00:00,275.56000000,278.67000000,274.55000000,277.95000000,13320.02772000,1535637599999,3686407.92197310,6411,7728.45049000,2138964.98089430,0
2018-08-30 14:00:00,277.95000000,279.82000000,277.39000000,278.37000000,10657.78942000,1535641199999,2968371.84802470,5908,6462.47983000,1799907.80950760,0
2018-08-30 15:00:00,278.37000000,279.80000000,277.55000000,278.48000000,12892.84508000,1535644799999,3594422.01369930,4544,8316.08641000,2318849.35379100,0
2018-08-30 16:00:00,278.56000000,279.47000000,276.31000000,277.50000000,14236.86233000,1535648399999,3951541.09316970,5209,8870.26627000,2461907.56729960,0
2018-08-30 17:00:00,277.53000000,278.47000000,276.54000000,277.04000000,13472.13824000,1535651999999,3739249.74707690,4021,6418.53424000,1781421.69813150,0
2018-08-30 18:00:00,277.13000000,277.25000000,273.34000000,274.70000000,13308.82317000,1535655599999,3668225.63472720,6421,7264.08513000,2003101.38086000,0
2018-08-30 19:00:00,274.74000000,276.63000000,271.88000000,275.23000000,16129.26872000,1535659199999,4423555.01362760,6833,8878.28523000,2435665.94225890,0
2018-08-30 20:00:00,275.13000000,287.00000000,274.29000000,284.60000000,29581.81642000,1535662799999,8334909.06623200,12642,16030.11287000,4518462.27268500,0
2018-08-30 21:00:00,284.60000000,286.72000000,282.98000000,283.69000000,14421.92245000,1535666399999,4100750.42397790,6298,8725.62596000,2480560.25621510,0
2018-08-30 22:00:00,283.78000000,284.54000000,282.18000000,283.82000000,9142.08984000,1535669999999,2590679.19621170,4533,5584.62773000,1582582.22226340,0
2018-08-30 23:00:00,283.84000000,284.59000000,282.27000000,283.89000000,14635.34178000,1535673599999,4146984.57524280,4631,9816.13399000,2780630.44362190,0
2018-08-31 00:00:00,283.90000000,284.27000000,280.51000000,280.83000000,9544.32327000,1535677199999,2695133.69283210,4609,6505.49412000,1836699.76317500,0
2018-08-31 01:00:00,280.74000000,281.97000000,279.58000000,279.90000000,11380.08905000,1535680799999,3200066.35276730,4200,7470.18621000,2101164.33741310,0
2018-08-31 02:00:00,279.95000000,280.88000000,278.01000000,279.33000000,11583.66660000,1535684399999,3238924.39960610,5482,7378.96035000,2062997.00391950,0
2018-08-31 03:00:00,279.45000000,281.28000000,279.00000000,281.03000000,17034.84405000,1535687999999,4769533.87050900,4474,10705.01089000,2995877.60298550,0
2018-08-31 04:00:00,280.98000000,282.85000000,279.84000000,282.38000000,9597.28794000,1535691599999,2698870.95504620,5405,4644.00912000,1306146.30381570,0
2018-08-31 05:00:00,282.34000000,282.90000000,280.55000000,281.78000000,12588.48495000,1535695199999,3546829.97258550,5405,8278.64722000,2332129.24677470,0
2018-08-31 06:00:00,281.84000000,282.02000000,280.60000000,281.71000000,7810.36154000,1535698799999,2196658.90423060,4926,4538.25830000,1276405.78789700,0
2018-08-31 07:00:00,281.70000000,281.88000000,278.77000000,278.81000000,15688.92725000,1535702399999,4391699.47896720,5789,8876.88199000,2484409.42745250,0
2018-08-31 08:00:00,278.80000000,280.70000000,278.80000000,279.51000000,11205.77263000,1535705999999,3137128.21832890,4632,6711.20080000,1878828.16359020,0
2018-08-31 09:00:00,279.46000000,280.40000000,278.50000000,279.95000000,9279.19731000,1535709599999,2594442.22158410,4700,5648.86235000,1579875.30861410,0
2018-08-31 10:00:00,279.93000000,280.79000000,279.63000000,280.16000000,12503.46689000,1535713199999,3503502.34787390,4149,8639.86726000,2421113.08424860,0
2018-08-31 11:00:00,280.15000000,281.84000000,280.02000000,280.99000000,10320.71328000,1535716799999,2901778.01882780,4907,5557.43052000,1562751.76014170,0
2018-08-31 12:00:00,281.01000000,281.38000000,276.59000000,277.20000000,13606.02202000,1535720399999,3789021.97762120,6880,7186.14817000,2002200.70036840,0
2018-08-31 13:00:00,277.20000000,278.43000000,277.00000000,278.14000000,11177.73470000,1535723999999,3104218.69645150,4946,6948.10232000,1929714.35435810,0
2018-08-31 14:00:00,278.15000000,278.31000000,276.76000000,277.33000000,12034.14105000,1535727599999,3342026.56093730,4947,7698.42888000,2138032.19609000,0
2018-08-31 15:00:00,277.36000000,289.00000000,276.63000000,278.23000000,28438.50884000,1535731199999,7946146.29104120,8321,18067.93814000,5058658.56633830,0
2018-08-31 16:00:00,278.23000000,281.60000000,277.82000000,280.49000000,12241.62454000,1535734799999,3427532.99650040,5580,7859.18764000,2199369.90455430,0
2018-08-31 17:00:00,280.52000000,284.32000000,279.59000000,283.16000000,19648.30060000,1535738399999,5533473.50627450,6977,12599.23291000,3547958.68287800,0
2018-08-31 18:00:00,283.16000000,284.50000000,281.27000000,282.87000000,13823.65256000,1535741999999,3908453.77421540,6034,9170.85115000,2592464.29497770,0
2018-08-31 19:00:00,282.85000000,284.25000000,282.38000000,283.45000000,8625.23171000,1535745599999,2444892.44362990,4543,5476.34194000,1552575.63490050,0
2018-08-31 20:00:00,283.45000000,285.09000000,282.99000000,283.28000000,14992.10770000,1535749199999,4255587.93985270,4778,8574.72717000,2434299.25019010,0
2018-08-31 21:00:00,283.28000000,283.30000000,281.39000000,282.30000000,13028.36183000,1535752799999,3680637.61651240,4465,8823.19103000,2492636.51657890,0
2018-08-31 22:00:00,282.28000000,282.57000000,281.49000000,282.26000000,6245.69181000,1535756399999,1762276.15025860,3748,4293.52921000,1211410.90385770,0
2018-08-31 23:00:00,282.14000000,283.19000000,281.11000000,281.41000000,10264.85826000,1535759999999,2898652.32440830,4265,5816.57971000,1642038.68418710,0
2018-09-01 00:00:00,281.46000000,284.80000000,281.34000000,284.19000000,7196.75087000,1535763599999,2037740.59536760,4732,4361.24754000,1234983.70781140,0
2018-09-01 01:00:00,284.22000000,285.34000000,283.30000000,283.69000000,7745.69798000,1535767199999,2201502.77117490,5484,4895.28983000,1391429.00911660,0
2018-09-01 02:00:00,283.69000000,285.68000000,283.61000000,284.81000000,6262.09043000,1535770799999,1782914.49082670,4315,3633.45137000,1034375.86603810,0
2018-09-01 03:00:00,284.83000000,289.19000000,284.70000000,288.43000000,14906.40155000,1535774399999,4287319.11966670,5899,8021.07019000,2307555.19165240,0
2018-09-01 04:00:00,288.43000000,289.23000000,285.80000000,286.74000000,6885.98185000,1535777999999,1977114.49284980,5222,3469.46185000,996200.79977440,0
2018-09-01 05:00:00,286.73000000,286.91000000,284.04000000,286.19000000,9183.23628000,1535781599999,2623580.56959620,4290,4563.07546000,1303826.47308790,0
2018-09-01 06:00:00,286.14000000,287.83000000,285.48000000,287.13000000,11942.95083000,1535785199999,3418426.33206810,4431,5341.87530000,1529348.06604980,0
2018-09-01 07:00:00,287.24000000,287.77000000,286.51000000,286.54000000,8698.10245000,1535788799999,2497642.01170460,4167,4883.67003000,1402486.48073600,0
2018-09-01 08:00:00,286.60000000,287.47000000,286.29000000,287.13000000,3940.54704000,1535792399999,1130447.95394080,3965,2393.78255000,686757.47035590,0
2018-09-01 09:00:00,287.14000000,288.67000000,286.76000000,287.10000000,9221.82266000,1535795999999,2651244.12512160,4847,5182.29364000,1490193.13303810,0
2018-09-01 10:00:00,287.05000000,288.49000000,286.86000000,288.28000000,10514.73189000,1535799599999,3025500.40343480,5173,4930.05639000,1418820.32279600,0
2018-09-01 11:00:00,288.29000000,289.69000000,286.23000000,286.39000000,10319.71647000,1535803199999,2969959.92770950,5705,5699.22746000,1640275.51446710,0
2018-09-01 12:00:00,286.39000000,286.46000000,284.28000000,284.86000000,12465.36999000,1535806799999,3554723.93774010,5610,6150.82154000,1754294.32914240,0
2018-09-01 13:00:00,284.89000000,286.03000000,284.38000000,286.00000000,10405.03666000,1535810399999,2969211.89367840,4438,7063.32024000,2015738.19438620,0
2018-09-01 14:00:00,286.03000000,295.75000000,285.27000000,294.05000000,25408.26052000,1535813999999,7384474.17737810,10691,14245.62499000,4135706.82582320,0
2018-09-01 15:00:00,294.08000000,298.15000000,294.04000000,295.54000000,31952.79906000,1535817599999,9471958.85416250,13129,17889.26128000,5302435.56467380,0
2018-09-01 16:00:00,295.55000000,299.55000000,295.54000000,296.40000000,17442.82719000,1535821199999,5195341.96163690,9167,10082.42932000,3002206.81302080,0
2018-09-01 17:00:00,296.53000000,298.24000000,294.85000000,297.50000000,22516.76222000,1535824799999,6681593.26442570,6925,12936.60328000,3839613.81511830,0
2018-09-01 18:00:00,297.50000000,298.47000000,296.80000000,298.32000000,17715.76109000,1535828399999,5275003.17315400,4508,10003.72066000,2979089.58451230,0
2018-09-01 19:00:00,298.26000000,302.00000000,297.86000000,301.46000000,24522.60439000,1535831999999,7365594.57781570,8457,16146.10962000,4849922.20920610,0
2018-09-01 20:00:00,301.44000000,301.64000000,297.11000000,297.89000000,10706.10215000,1535835599999,3203174.08275200,4524,4683.96256000,1401241.47806680,0
2018-09-01 21:00:00,297.88000000,299.00000000,296.74000000,297.21000000,3838.12401000,1535839199999,1143608.46119560,2283,1892.89903000,563941.86935650,0
2018-09-01 22:00:00,297.19000000,297.32000000,294.00000000,295.28000000,4972.79079000,1535842799999,1471659.83069420,3365,2059.26964000,609871.90824740,0
2018-09-01 23:00:00,295.43000000,296.46000000,294.83000000,295.71000000,6179.97173000,1535846399999,1826679.35998530,2705,3379.48742000,998774.31928740,0
2018-09-02 00:00:00,295.80000000,295.83000000,291.24000000,293.39000000,7327.24126000,1535849999999,2150553.66985650,3907,2882.38054000,846435.90525750,0
2018-09-02 01:00:00,293.19000000,293.62000000,290.96000000,292.01000000,6812.40247000,1535853599999,1989834.90926350,3616,2363.49797000,690488.16441010,0
2018-09-02 02:00:00,292.08000000,294.90000000,291.51000000,294.74000000,4104.70908000,1535857199999,1203347.89555810,2491,2017.42653000,591828.66166920,0
2018-09-02 03:00:00,294.74000000,298.29000000,293.98000000,296.56000000,6828.87826000,1535860799999,2023042.19285970,3467,3882.48149000,1150678.62510500,0
2018-09-02 04:00:00,296.56000000,298.84000000,295.68000000,296.41000000,7110.84511000,1535864399999,2114940.52354730,3271,2956.18520000,879866.87138520,0
2018-09-02 05:00:00,296.40000000,298.20000000,295.71000000,297.64000000,4031.16019000,1535867999999,1195923.98594760,1990,2066.84920000,613270.59604900,0
2018-09-02 06:00:00,297.56000000,298.42000000,295.50000000,296.45000000,5465.04723000,1535871599999,1622505.96806360,2294,2371.54078000,703810.72894050,0
2018-09-02 07:00:00,296.45000000,298.00000000,296.00000000,296.82000000,4850.50841000,1535875199999,1440534.99160140,2384,2263.22416000,672145.82974370,0
2018-09-02 08:00:00,296.84000000,298.99000000,296.63000000,297.91000000,11226.12826000,1535878799999,3346996.11865220,4600,5426.06452000,1617734.15074310,0
2018-09-02 09:00:00,297.89000000,299.33000000,293.57000000,295.85000000,13948.75529000,1535882399999,4139099.05313790,5868,7491.33566000,2222870.84081750,0
2018-09-02 10:00:00,295.97000000,297.22000000,292.52000000,293.81000000,7946.32043000,1535885999999,2338297.75783730,4320,3863.28883000,1136638.72325450,0
2018-09-02 11:00:00,293.81000000,294.86000000,289.10000000,290.56000000,12839.49756000,1535889599999,3743225.06236300,5899,4036.18919000,1176813.47841200,0
2018-09-02 12:00:00,290.59000000,293.68000000,290.27000000,292.96000000,5458.02898000,1535893199999,1594264.21423150,3135,2670.00936000,780090.01197200,0
2018-09-02 13:00:00,293.10000000,293.10000000,288.87000000,289.57000000,9485.95487000,1535896799999,2757645.53205590,4927,4835.68017000,1405441.60598220,0
2018-09-02 14:00:00,289.56000000,292.63000000,289.32000000,292.25000000,5012.19608000,1535900399999,1461292.49537150,2676,2447.45527000,713331.08317980,0
2018-09-02 15:00:00,292.39000000,293.20000000,290.47000000,291.51000000,4281.07853000,1535903999999,1250762.77544340,2397,1848.51993000,540549.07222390,0
2018-09-02 16:00:00,291.51000000,295.65000000,290.24000000,295.10000000,7809.67403000,1535907599999,2293960.15981580,4175,3664.69983000,1076569.82567660,0
2018-09-02 17:00:00,295.10000000,297.00000000,294.71000000,295.73000000,5677.89907000,1535911199999,1679247.74282050,2968,2989.10143000,883922.77759200,0
2018-09-02 18:00:00,295.84000000,296.44000000,293.50000000,295.50000000,6182.64990000,1535914799999,1824600.16772370,2652,2749.66083000,811412.56999000,0
2018-09-02 19:00:00,295.50000000,296.67000000,293.42000000,294.35000000,5071.37745000,1535918399999,1496746.84993220,2194,2769.91477000,817645.83706980,0
2018-09-02 20:00:00,294.20000000,294.71000000,291.93000000,293.60000000,3105.08248000,1535921999999,910197.22196370,2272,1120.56947000,328606.89742690,0
2018-09-02 21:00:00,293.60000000,294.94000000,293.34000000,293.80000000,1850.54806000,1535925599999,544392.86683380,1464,998.99313000,293882.10743760,0
2018-09-02 22:00:00,293.85000000,294.37000000,292.20000000,292.96000000,3120.52655000,1535929199999,915207.55313990,1540,1355.56066000,397544.13027560,0
2018-09-02 23:00:00,293.00000000,296.00000000,292.63000000,295.41000000,3753.55157000,1535932799999,1104420.85469570,1977,2062.40066000,606797.23793770,0
2018-09-03 00:00:00,295.51000000,296.62000000,293.17000000,293.66000000,7707.01274000,1535936399999,2271051.45957960,4019,3184.85498000,939187.44895830,0
2018-09-03 01:00:00,293.66000000,294.01000000,291.27000000,292.28000000,7078.91801000,1535939999999,2070848.98099730,3668,3091.18387000,904233.74474800,0
2018-09-03 02:00:00,292.28000000,293.55000000,291.48000000,293.11000000,6135.01751000,1535943599999,1795174.73965560,2863,2986.71432000,873937.58667880,0
2018-09-03 03:00:00,293.18000000,293.77000000,291.83000000,292.43000000,10745.25394000,1535947199999,3148490.75696110,4200,5620.77859000,1647062.19778690,0
2018-09-03 04:00:00,292.49000000,292.62000000,287.51000000,288.12000000,14295.09059000,1535950799999,4139484.68651490,7065,6994.60068000,2025800.15577860,0
